Timestamp,CPU,MEMORY
27.11.2015 08:10:00,117,444
27.11.2015 08:15:00,120,305
27.11.2015 08:20:00,112,295
27.11.2015 08:25:00,118,248
27.11.2015 08:30:00,113,406
27.11.2015 08:35:00,120,272
27.11.2015 08:40:00,116,393
27.11.2015 08:45:00,112,295
27.11.2015 08:50:00,126,289
27.11.2015 08:55:00,130,625
27.11.2015 09:00:00,125,794
27.11.2015 09:05:00,145,811
27.11.2015 09:10:00,111,548
27.11.2015 09:15:00,124,368
27.11.2015 09:20:00,118,592
27.11.2015 09:25:00,119,295
27.11.2015 09:30:00,114,308
27.11.2015 09:35:00,113,125
27.11.2015 09:40:00,124,144
27.11.2015 09:45:00,152,709
27.11.2015 09:50:00,113,529
27.11.2015 09:55:00,121,196
27.11.2015 10:00:00,113,390
27.11.2015 10:05:00,122,338
27.11.2015 10:10:00,129,469
27.11.2015 10:15:00,121,502
27.11.2015 10:20:00,113,390
27.11.2015 10:25:00,114,193
27.11.2015 10:30:00,117,362
27.11.2015 10:35:00,120,242
27.11.2015 10:40:00,111,409
27.11.2015 10:45:00,124,281
27.11.2015 10:50:00,113,338
27.11.2015 10:55:00,121,207
27.11.2015 11:00:00,117,496
27.11.2015 11:05:00,109,305
27.11.2015 11:10:00,110,172
27.11.2015 11:15:00,120,122
27.11.2015 11:20:00,112,188
27.11.2015 11:25:00,118,180
27.11.2015 11:30:00,113,376
27.11.2015 11:35:00,120,237
27.11.2015 11:40:00,110,344
27.11.2015 11:45:00,120,229
27.11.2015 11:50:00,113,311
27.11.2015 11:55:00,126,278
27.11.2015 12:00:00,113,592
27.11.2015 12:05:00,113,202
27.11.2015 12:10:00,113,122
27.11.2015 12:15:00,119,210
27.11.2015 12:20:00,133,376
27.11.2015 12:25:00,115,726
27.11.2015 12:30:00,113,251
27.11.2015 12:35:00,120,166
27.11.2015 12:40:00,111,305
27.11.2015 12:45:00,119,174
27.11.2015 12:50:00,114,267
27.11.2015 12:55:00,128,272
27.11.2015 13:00:00,114,720
27.11.2015 13:05:00,119,270
27.11.2015 13:10:00,112,352
27.11.2015 13:15:00,112,185
27.11.2015 13:20:00,112,144
27.11.2015 13:25:00,112,68
27.11.2015 13:30:00,113,103
27.11.2015 13:35:00,119,218
27.11.2015 13:40:00,116,333
27.11.2015 13:45:00,135,362
27.11.2015 13:50:00,122,737
27.11.2015 13:55:00,144,540
27.11.2015 14:00:00,193,1048
27.11.2015 14:05:00,726,1925
27.11.2015 14:10:00,194,1212
27.11.2015 14:15:00,198,616
27.11.2015 14:20:00,238,786
27.11.2015 14:25:00,216,909
27.11.2015 14:30:00,166,767
27.11.2015 14:35:00,125,557
27.11.2015 14:40:00,128,374
27.11.2015 14:45:00,134,420
27.11.2015 14:50:00,120,494
27.11.2015 14:55:00,154,666
27.11.2015 15:00:00,118,360
27.11.2015 15:05:00,143,461
27.11.2015 15:10:00,122,491
27.11.2015 15:15:00,132,374
27.11.2015 15:20:00,117,420
27.11.2015 15:25:00,114,289
27.11.2015 15:30:00,211,639
27.11.2015 15:35:00,144,603
27.11.2015 15:40:00,213,750
27.11.2015 15:45:00,153,895
27.11.2015 15:50:00,118,682
27.11.2015 15:55:00,113,357
27.11.2015 16:00:00,114,278
27.11.2015 16:05:00,120,415
27.11.2015 16:10:00,121,286
27.11.2015 16:15:00,117,221
27.11.2015 16:20:00,120,286
27.11.2015 16:25:00,127,316
27.11.2015 16:30:00,115,467
27.11.2015 16:35:00,125,245
27.11.2015 16:40:00,112,483
27.11.2015 16:45:00,131,264
27.11.2015 16:50:00,121,450
27.11.2015 16:55:00,164,409
27.11.2015 17:00:00,249,832
27.11.2015 17:05:00,172,999
27.11.2015 17:10:00,112,791
27.11.2015 17:15:00,134,409
27.11.2015 17:20:00,115,565
27.11.2015 17:25:00,122,335
27.11.2015 17:30:00,126,477
27.11.2015 17:35:00,120,308
27.11.2015 17:40:00,114,272
27.11.2015 17:45:00,117,262
27.11.2015 17:50:00,112,218
27.11.2015 17:55:00,112,161
27.11.2015 18:00:00,114,215
27.11.2015 18:05:00,138,439
27.11.2015 18:10:00,113,562
27.11.2015 18:15:00,118,297
27.11.2015 18:20:00,117,289
27.11.2015 18:25:00,131,305
27.11.2015 18:30:00,115,455
27.11.2015 18:35:00,113,223
27.11.2015 18:40:00,112,254
27.11.2015 18:45:00,113,259
27.11.2015 18:50:00,110,270
27.11.2015 18:55:00,113,270
27.11.2015 19:00:00,113,237
27.11.2015 19:05:00,135,458
27.11.2015 19:10:00,117,540
27.11.2015 19:15:00,115,245
27.11.2015 19:20:00,114,295
27.11.2015 19:25:00,123,210
27.11.2015 19:30:00,113,458
27.11.2015 19:35:00,115,262
27.11.2015 19:40:00,121,352
27.11.2015 19:45:00,142,346
27.11.2015 19:50:00,117,507
27.11.2015 19:55:00,128,401
27.11.2015 20:00:00,121,447
27.11.2015 20:05:00,171,881
27.11.2015 20:10:00,112,426
27.11.2015 20:15:00,123,292
27.11.2015 20:20:00,115,450
27.11.2015 20:25:00,115,229
27.11.2015 20:30:00,116,234
27.11.2015 20:35:00,121,210
27.11.2015 20:40:00,114,529
27.11.2015 20:45:00,121,254
27.11.2015 20:50:00,114,461
27.11.2015 20:55:00,114,202
27.11.2015 21:00:00,115,172
27.11.2015 21:05:00,128,461
27.11.2015 21:10:00,112,589
27.11.2015 21:15:00,114,242
27.11.2015 21:20:00,111,152
27.11.2015 21:25:00,127,295
27.11.2015 21:30:00,115,464
27.11.2015 21:35:00,114,254
27.11.2015 21:40:00,113,180
27.11.2015 21:45:00,130,231
27.11.2015 21:50:00,126,573
27.11.2015 21:55:00,113,409
27.11.2015 22:00:00,116,180
27.11.2015 22:05:00,132,496
27.11.2015 22:10:00,113,524
27.11.2015 22:15:00,127,283
27.11.2015 22:20:00,135,666
27.11.2015 22:25:00,117,436
27.11.2015 22:30:00,111,248
27.11.2015 22:35:00,110,188
27.11.2015 22:40:00,112,226
27.11.2015 22:45:00,122,185
27.11.2015 22:50:00,117,352
27.11.2015 22:55:00,115,190
27.11.2015 23:00:00,117,267
27.11.2015 23:05:00,122,575
27.11.2015 23:10:00,113,333
27.11.2015 23:15:00,121,229
27.11.2015 23:20:00,116,428
27.11.2015 23:25:00,112,193
27.11.2015 23:30:00,115,234
27.11.2015 23:35:00,114,158
27.11.2015 23:40:00,113,158
27.11.2015 23:45:00,123,158
27.11.2015 23:50:00,114,300
27.11.2015 23:55:00,115,215
28.11.2015 00:00:00,118,237
28.11.2015 00:05:00,121,393
28.11.2015 00:10:00,112,245
28.11.2015 00:15:00,114,172
28.11.2015 00:20:00,214,254
28.11.2015 00:25:00,126,1097
28.11.2015 00:30:00,112,417
28.11.2015 00:35:00,122,264
28.11.2015 00:40:00,114,491
28.11.2015 00:45:00,123,267
28.11.2015 00:50:00,112,507
28.11.2015 00:55:00,118,275
28.11.2015 01:00:00,115,379
28.11.2015 01:05:00,122,428
28.11.2015 01:10:00,112,264
28.11.2015 01:15:00,123,248
28.11.2015 01:20:00,115,390
28.11.2015 01:25:00,101,213
28.11.2015 01:30:00,100,218
28.11.2015 01:35:00,105,248
28.11.2015 01:40:00,109,434
28.11.2015 01:45:00,115,218
28.11.2015 01:50:00,115,169
28.11.2015 01:55:00,116,190
28.11.2015 02:00:00,142,166
28.11.2015 02:05:00,122,428
28.11.2015 02:10:00,113,262
28.11.2015 02:15:00,127,251
28.11.2015 02:20:00,114,475
28.11.2015 02:25:00,121,215
28.11.2015 02:30:00,115,417
28.11.2015 02:35:00,121,295
28.11.2015 02:40:00,116,436
28.11.2015 02:45:00,116,254
28.11.2015 02:50:00,114,295
28.11.2015 02:55:00,121,193
28.11.2015 03:00:00,117,360
28.11.2015 03:05:00,120,442
28.11.2015 03:10:00,112,270
28.11.2015 03:15:00,121,180
28.11.2015 03:20:00,113,426
28.11.2015 03:25:00,120,204
28.11.2015 03:30:00,116,450
28.11.2015 03:35:00,120,278
28.11.2015 03:40:00,120,393
28.11.2015 03:45:00,124,324
28.11.2015 03:50:00,116,431
28.11.2015 03:55:00,121,248
28.11.2015 04:00:00,114,417
28.11.2015 04:05:00,130,417
28.11.2015 04:10:00,113,352
28.11.2015 04:15:00,115,166
28.11.2015 04:20:00,115,199
28.11.2015 04:25:00,114,128
28.11.2015 04:30:00,115,152
28.11.2015 04:35:00,115,155
28.11.2015 04:40:00,114,196
28.11.2015 04:45:00,123,251
28.11.2015 04:50:00,114,426
28.11.2015 04:55:00,120,275
28.11.2015 05:00:00,114,401
28.11.2015 05:05:00,131,469
28.11.2015 05:10:00,113,360
28.11.2015 05:15:00,115,202
28.11.2015 05:20:00,115,163
28.11.2015 05:25:00,114,147
28.11.2015 05:30:00,116,180
28.11.2015 05:35:00,121,193
28.11.2015 05:40:00,115,434
28.11.2015 05:45:00,125,221
28.11.2015 05:50:00,115,335
28.11.2015 05:55:00,114,155
28.11.2015 06:00:00,115,229
28.11.2015 06:05:00,128,401
28.11.2015 06:10:00,115,395
28.11.2015 06:15:00,115,245
28.11.2015 06:20:00,114,199
28.11.2015 06:25:00,120,202
28.11.2015 06:30:00,116,428
28.11.2015 06:35:00,123,270
28.11.2015 06:40:00,113,395
28.11.2015 06:45:00,123,207
28.11.2015 06:50:00,115,409
28.11.2015 06:55:00,125,251
28.11.2015 07:00:00,117,505
28.11.2015 07:05:00,128,420
28.11.2015 07:10:00,113,485
28.11.2015 07:15:00,115,221
28.11.2015 07:20:00,114,161
28.11.2015 07:25:00,120,218
28.11.2015 07:30:00,114,431
28.11.2015 07:35:00,116,128
28.11.2015 07:40:00,114,180
28.11.2015 07:45:00,138,406
28.11.2015 07:50:00,128,677
28.11.2015 07:55:00,121,385
28.11.2015 08:00:00,115,450
28.11.2015 08:05:00,128,461
28.11.2015 08:10:00,114,507
28.11.2015 08:15:00,116,237
28.11.2015 08:20:00,115,180
28.11.2015 08:25:00,120,231
28.11.2015 08:30:00,114,458
28.11.2015 08:35:00,115,188
28.11.2015 08:40:00,116,180
28.11.2015 08:45:00,116,237
28.11.2015 08:50:00,115,180
28.11.2015 08:55:00,119,234
28.11.2015 09:00:00,116,360
28.11.2015 09:05:00,119,439
28.11.2015 09:10:00,112,303
28.11.2015 09:15:00,123,237
28.11.2015 09:20:00,113,423
28.11.2015 09:25:00,112,267
28.11.2015 09:30:00,115,193
28.11.2015 09:35:00,113,117
28.11.2015 09:40:00,112,169
28.11.2015 09:45:00,129,303
28.11.2015 09:50:00,120,614
28.11.2015 09:55:00,118,330
28.11.2015 10:00:00,112,382
28.11.2015 10:05:00,119,453
28.11.2015 10:10:00,111,322
28.11.2015 10:15:00,114,166
28.11.2015 10:20:00,112,166
28.11.2015 10:25:00,112,128
28.11.2015 10:30:00,114,131
28.11.2015 10:35:00,123,234
28.11.2015 10:40:00,112,393
28.11.2015 10:45:00,122,190
28.11.2015 10:50:00,113,516
28.11.2015 10:55:00,111,188
28.11.2015 11:00:00,113,245
28.11.2015 11:05:00,125,344
28.11.2015 11:10:00,111,401
28.11.2015 11:15:00,120,292
28.11.2015 11:20:00,112,477
28.11.2015 11:25:00,119,278
28.11.2015 11:30:00,114,434
28.11.2015 11:35:00,113,215
28.11.2015 11:40:00,111,144
28.11.2015 11:45:00,113,133
28.11.2015 11:50:00,113,131
28.11.2015 11:55:00,120,188
28.11.2015 12:00:00,115,357
28.11.2015 12:05:00,118,436
28.11.2015 12:10:00,112,305
28.11.2015 12:15:00,123,223
28.11.2015 12:20:00,112,507
28.11.2015 12:25:00,118,270
28.11.2015 12:30:00,113,376
28.11.2015 12:35:00,113,210
28.11.2015 12:40:00,117,223
28.11.2015 12:45:00,121,278
28.11.2015 12:50:00,113,352
28.11.2015 12:55:00,119,185
28.11.2015 13:00:00,115,483
28.11.2015 13:05:00,127,393
28.11.2015 13:10:00,112,458
28.11.2015 13:15:00,113,229
28.11.2015 13:20:00,114,163
28.11.2015 13:25:00,117,147
28.11.2015 13:30:00,116,344
28.11.2015 13:35:00,122,215
28.11.2015 13:40:00,111,475
28.11.2015 13:45:00,122,207
28.11.2015 13:50:00,113,434
28.11.2015 13:55:00,121,319
28.11.2015 14:00:00,124,537
28.11.2015 14:05:00,132,598
28.11.2015 14:10:00,112,447
28.11.2015 14:15:00,121,226
28.11.2015 14:20:00,114,360
28.11.2015 14:25:00,113,210
28.11.2015 14:30:00,115,185
28.11.2015 14:35:00,114,169
28.11.2015 14:40:00,112,196
28.11.2015 14:45:00,115,226
28.11.2015 14:50:00,115,248
28.11.2015 14:55:00,114,267
28.11.2015 15:00:00,113,254
28.11.2015 15:05:00,118,467
28.11.2015 15:10:00,112,303
28.11.2015 15:15:00,113,147
28.11.2015 15:20:00,111,196
28.11.2015 15:25:00,113,196
28.11.2015 15:30:00,114,218
28.11.2015 15:35:00,114,177
28.11.2015 15:40:00,110,172
28.11.2015 15:45:00,111,172
28.11.2015 15:50:00,111,114
28.11.2015 15:55:00,111,139
28.11.2015 16:00:00,112,221
28.11.2015 16:05:00,120,540
28.11.2015 16:10:00,108,434
28.11.2015 16:15:00,112,245
28.11.2015 16:20:00,112,210
28.11.2015 16:25:00,118,270
28.11.2015 16:30:00,115,196
28.11.2015 16:35:00,111,172
28.11.2015 16:40:00,111,174
28.11.2015 16:45:00,122,218
28.11.2015 16:50:00,111,562
28.11.2015 16:55:00,118,297
28.11.2015 17:00:00,114,374
28.11.2015 17:05:00,123,507
28.11.2015 17:10:00,114,562
28.11.2015 17:15:00,120,262
28.11.2015 17:20:00,114,401
28.11.2015 17:25:00,119,229
28.11.2015 17:30:00,114,163
28.11.2015 17:35:00,121,254
28.11.2015 17:40:00,109,455
28.11.2015 17:45:00,117,278
28.11.2015 17:50:00,112,420
28.11.2015 17:55:00,115,182
28.11.2015 18:00:00,112,169
28.11.2015 18:05:00,121,488
28.11.2015 18:10:00,116,338
28.11.2015 18:15:00,117,226
28.11.2015 18:20:00,114,180
28.11.2015 18:25:00,122,172
28.11.2015 18:30:00,117,417
28.11.2015 18:35:00,119,221
28.11.2015 18:40:00,112,344
28.11.2015 18:45:00,116,221
28.11.2015 18:50:00,110,172
28.11.2015 18:55:00,119,248
28.11.2015 19:00:00,112,360
28.11.2015 19:05:00,127,406
28.11.2015 19:10:00,113,464
28.11.2015 19:15:00,121,196
28.11.2015 19:20:00,114,322
28.11.2015 19:25:00,118,237
28.11.2015 19:30:00,114,368
28.11.2015 19:35:00,119,180
28.11.2015 19:40:00,112,385
28.11.2015 19:45:00,114,251
28.11.2015 19:50:00,113,210
28.11.2015 19:55:00,127,303
28.11.2015 20:00:00,114,461
28.11.2015 20:05:00,134,461
28.11.2015 20:10:00,116,641
28.11.2015 20:15:00,115,278
28.11.2015 20:20:00,113,177
28.11.2015 20:25:00,112,125
28.11.2015 20:30:00,124,231
28.11.2015 20:35:00,113,182
28.11.2015 20:40:00,113,150
28.11.2015 20:45:00,122,289
28.11.2015 20:50:00,114,554
28.11.2015 20:55:00,120,278
28.11.2015 21:00:00,114,434
28.11.2015 21:05:00,120,379
28.11.2015 21:10:00,113,295
28.11.2015 21:15:00,122,169
28.11.2015 21:20:00,113,426
28.11.2015 21:25:00,121,218
28.11.2015 21:30:00,115,491
28.11.2015 21:35:00,122,256
28.11.2015 21:40:00,117,507
28.11.2015 21:45:00,118,330
28.11.2015 21:50:00,115,210
28.11.2015 21:55:00,114,131
28.11.2015 22:00:00,115,270
28.11.2015 22:05:00,120,390
28.11.2015 22:10:00,112,226
28.11.2015 22:15:00,115,111
28.11.2015 22:20:00,113,226
28.11.2015 22:25:00,113,111
28.11.2015 22:30:00,116,185
28.11.2015 22:35:00,126,324
28.11.2015 22:40:00,112,592
28.11.2015 22:45:00,121,245
28.11.2015 22:50:00,114,431
28.11.2015 22:55:00,125,283
28.11.2015 23:00:00,115,526
28.11.2015 23:05:00,128,518
28.11.2015 23:10:00,123,535
28.11.2015 23:15:00,114,450
28.11.2015 23:20:00,112,155
28.11.2015 23:25:00,114,117
28.11.2015 23:30:00,116,163
28.11.2015 23:35:00,125,172
28.11.2015 23:40:00,114,376
28.11.2015 23:45:00,123,172
28.11.2015 23:50:00,114,319
28.11.2015 23:55:00,114,155
29.11.2015 00:00:00,115,188
29.11.2015 00:05:00,124,442
29.11.2015 00:10:00,112,532
29.11.2015 00:15:00,115,218
29.11.2015 00:20:00,114,199
29.11.2015 00:25:00,120,182
29.11.2015 00:30:00,115,330
29.11.2015 00:35:00,121,267
29.11.2015 00:40:00,113,507
29.11.2015 00:45:00,117,196
29.11.2015 00:50:00,115,193
29.11.2015 00:55:00,122,199
29.11.2015 01:00:00,116,335
29.11.2015 01:05:00,122,426
29.11.2015 01:10:00,111,313
29.11.2015 01:15:00,123,207
29.11.2015 01:20:00,115,357
29.11.2015 01:25:00,98,196
29.11.2015 01:30:00,101,237
29.11.2015 01:35:00,100,141
29.11.2015 01:40:00,105,245
29.11.2015 01:45:00,111,174
29.11.2015 01:50:00,113,166
29.11.2015 01:55:00,121,174
29.11.2015 02:00:00,116,333
29.11.2015 02:05:00,120,461
29.11.2015 02:10:00,114,311
29.11.2015 02:15:00,115,180
29.11.2015 02:20:00,107,188
29.11.2015 02:25:00,119,229
29.11.2015 02:30:00,115,295
29.11.2015 02:35:00,115,188
29.11.2015 02:40:00,114,262
29.11.2015 02:45:00,116,196
29.11.2015 02:50:00,114,155
29.11.2015 02:55:00,113,163
29.11.2015 03:00:00,114,163
29.11.2015 03:05:00,122,346
29.11.2015 03:10:00,113,335
29.11.2015 03:15:00,125,242
29.11.2015 03:20:00,114,398
29.11.2015 03:25:00,115,270
29.11.2015 03:30:00,116,207
29.11.2015 03:35:00,123,262
29.11.2015 03:40:00,113,464
29.11.2015 03:45:00,118,262
29.11.2015 03:50:00,117,182
29.11.2015 03:55:00,114,152
29.11.2015 04:00:00,115,155
29.11.2015 04:05:00,140,434
29.11.2015 04:10:00,112,532
29.11.2015 04:15:00,122,278
29.11.2015 04:20:00,114,338
29.11.2015 04:25:00,701,289
29.11.2015 04:30:00,118,513
29.11.2015 04:35:00,123,292
29.11.2015 04:40:00,115,442
29.11.2015 04:45:00,123,272
29.11.2015 04:50:00,117,499
29.11.2015 04:55:00,116,188
29.11.2015 05:00:00,116,139
29.11.2015 05:05:00,125,475
29.11.2015 05:10:00,112,344
29.11.2015 05:15:00,133,207
29.11.2015 05:20:00,115,409
29.11.2015 05:25:00,120,213
29.11.2015 05:30:00,117,505
29.11.2015 05:35:00,124,242
29.11.2015 05:40:00,115,477
29.11.2015 05:45:00,124,237
29.11.2015 05:50:00,115,387
29.11.2015 05:55:00,114,199
29.11.2015 06:00:00,117,245
29.11.2015 06:05:00,130,406
29.11.2015 06:10:00,117,559
29.11.2015 06:15:00,117,275
29.11.2015 06:20:00,119,172
29.11.2015 06:25:00,122,185
29.11.2015 06:30:00,117,455
29.11.2015 06:35:00,119,199
29.11.2015 06:40:00,114,223
29.11.2015 06:45:00,116,245
29.11.2015 06:50:00,115,177
29.11.2015 06:55:00,122,185
29.11.2015 07:00:00,116,374
29.11.2015 07:05:00,127,379
29.11.2015 07:10:00,114,453
29.11.2015 07:15:00,115,267
29.11.2015 07:20:00,115,122
29.11.2015 07:25:00,113,155
29.11.2015 07:30:00,115,172
29.11.2015 07:35:00,114,221
29.11.2015 07:40:00,113,190
29.11.2015 07:45:00,116,180
29.11.2015 07:50:00,115,188
29.11.2015 07:55:00,114,180
29.11.2015 08:00:00,116,188
29.11.2015 08:05:00,120,390
29.11.2015 08:10:00,113,385
29.11.2015 08:15:00,116,188
29.11.2015 08:20:00,115,204
29.11.2015 08:25:00,116,185
29.11.2015 08:30:00,116,177
29.11.2015 08:35:00,114,193
29.11.2015 08:40:00,114,161
29.11.2015 08:45:00,115,177
29.11.2015 08:50:00,113,161
29.11.2015 08:55:00,131,169
29.11.2015 09:00:00,115,365
29.11.2015 09:05:00,121,390
29.11.2015 09:10:00,113,289
29.11.2015 09:15:00,115,150
29.11.2015 09:20:00,114,180
29.11.2015 09:25:00,120,202
29.11.2015 09:30:00,115,368
29.11.2015 09:35:00,115,207
29.11.2015 09:40:00,114,182
29.11.2015 09:45:00,123,254
29.11.2015 09:50:00,113,464
29.11.2015 09:55:00,112,215
29.11.2015 10:00:00,113,152
29.11.2015 10:05:00,118,360
29.11.2015 10:10:00,112,172
29.11.2015 10:15:00,121,182
29.11.2015 10:20:00,114,450
29.11.2015 10:25:00,118,240
29.11.2015 10:30:00,117,401
29.11.2015 10:35:00,113,221
29.11.2015 10:40:00,111,237
29.11.2015 10:45:00,116,180
29.11.2015 10:50:00,113,202
29.11.2015 10:55:00,119,163
29.11.2015 11:00:00,114,409
29.11.2015 11:05:00,126,420
29.11.2015 11:10:00,114,491
29.11.2015 11:15:00,120,289
29.11.2015 11:20:00,113,412
29.11.2015 11:25:00,112,188
29.11.2015 11:30:00,114,122
29.11.2015 11:35:00,114,158
29.11.2015 11:40:00,112,237
29.11.2015 11:45:00,126,207
29.11.2015 11:50:00,114,385
29.11.2015 11:55:00,118,240
29.11.2015 12:00:00,114,420
29.11.2015 12:05:00,119,283
29.11.2015 12:10:00,112,303
29.11.2015 12:15:00,122,202
29.11.2015 12:20:00,113,401
29.11.2015 12:25:00,112,221
29.11.2015 12:30:00,113,193
29.11.2015 12:35:00,115,131
29.11.2015 12:40:00,115,172
29.11.2015 12:45:00,120,172
29.11.2015 12:50:00,113,401
29.11.2015 12:55:00,122,283
29.11.2015 13:00:00,115,557
29.11.2015 13:05:00,125,455
29.11.2015 13:10:00,112,467
29.11.2015 13:15:00,113,237
29.11.2015 13:20:00,113,196
29.11.2015 13:25:00,120,180
29.11.2015 13:30:00,114,401
29.11.2015 13:35:00,113,182
29.11.2015 13:40:00,113,166
29.11.2015 13:45:00,148,322
29.11.2015 13:50:00,146,879
29.11.2015 13:55:00,112,507
29.11.2015 14:00:00,163,428
29.11.2015 14:05:00,184,1094
29.11.2015 14:10:00,134,996
29.11.2015 14:15:00,116,565
29.11.2015 14:20:00,128,362
29.11.2015 14:25:00,117,477
29.11.2015 14:30:00,142,507
29.11.2015 14:35:00,130,756
29.11.2015 14:40:00,115,513
29.11.2015 14:45:00,126,480
29.11.2015 14:50:00,114,516
29.11.2015 14:55:00,113,210
29.11.2015 15:00:00,115,166
29.11.2015 15:05:00,128,295
29.11.2015 15:10:00,112,417
29.11.2015 15:15:00,119,210
29.11.2015 15:20:00,113,385
29.11.2015 15:25:00,113,180
29.11.2015 15:30:00,115,155
29.11.2015 15:35:00,120,169
29.11.2015 15:40:00,115,417
29.11.2015 15:45:00,112,213
29.11.2015 15:50:00,115,213
29.11.2015 15:55:00,110,172
29.11.2015 16:00:00,114,213
29.11.2015 16:05:00,117,387
29.11.2015 16:10:00,112,256
29.11.2015 16:15:00,113,210
29.11.2015 16:20:00,109,128
29.11.2015 16:25:00,116,161
29.11.2015 16:30:00,114,417
29.11.2015 16:35:00,112,223
29.11.2015 16:40:00,111,245
29.11.2015 16:45:00,119,272
29.11.2015 16:50:00,112,502
29.11.2015 16:55:00,112,231
29.11.2015 17:00:00,112,188
29.11.2015 17:05:00,121,403
29.11.2015 17:10:00,110,578
29.11.2015 17:15:00,117,237
29.11.2015 17:20:00,112,409
29.11.2015 17:25:00,106,199
29.11.2015 17:30:00,110,152
29.11.2015 17:35:00,112,172
29.11.2015 17:40:00,162,592
29.11.2015 17:45:00,114,832
29.11.2015 17:50:00,111,368
29.11.2015 17:55:00,122,248
29.11.2015 18:00:00,114,434
29.11.2015 18:05:00,121,464
29.11.2015 18:10:00,111,409
29.11.2015 18:15:00,120,190
29.11.2015 18:20:00,111,319
29.11.2015 18:25:00,111,163
29.11.2015 18:30:00,113,180
29.11.2015 18:35:00,118,155
29.11.2015 18:40:00,112,464
29.11.2015 18:45:00,115,267
29.11.2015 18:50:00,114,190
29.11.2015 18:55:00,118,248
29.11.2015 19:00:00,113,376
29.11.2015 19:05:00,129,368
29.11.2015 19:10:00,112,562
29.11.2015 19:15:00,113,182
29.11.2015 19:20:00,111,166
29.11.2015 19:25:00,117,182
29.11.2015 19:30:00,110,354
29.11.2015 19:35:00,119,223
29.11.2015 19:40:00,108,371
29.11.2015 19:45:00,112,144
29.11.2015 19:50:00,112,152
29.11.2015 19:55:00,112,172
29.11.2015 20:00:00,113,114
29.11.2015 20:05:00,123,371
29.11.2015 20:10:00,112,338
29.11.2015 20:15:00,121,152
29.11.2015 20:20:00,114,387
29.11.2015 20:25:00,113,234
29.11.2015 20:30:00,114,155
29.11.2015 20:35:00,119,163
29.11.2015 20:40:00,112,344
29.11.2015 20:45:00,121,210
29.11.2015 20:50:00,113,426
29.11.2015 20:55:00,117,218
29.11.2015 21:00:00,113,278
29.11.2015 21:05:00,119,510
29.11.2015 21:10:00,112,360
29.11.2015 21:15:00,121,215
29.11.2015 21:20:00,113,428
29.11.2015 21:25:00,114,210
29.11.2015 21:30:00,116,177
29.11.2015 21:35:00,114,139
29.11.2015 21:40:00,115,161
29.11.2015 21:45:00,121,174
29.11.2015 21:50:00,113,387
29.11.2015 21:55:00,112,199
29.11.2015 22:00:00,114,155
29.11.2015 22:05:00,118,354
29.11.2015 22:10:00,112,316
29.11.2015 22:15:00,114,155
29.11.2015 22:20:00,114,251
29.11.2015 22:25:00,116,226
29.11.2015 22:30:00,116,199
29.11.2015 22:35:00,114,125
29.11.2015 22:40:00,114,98
29.11.2015 22:45:00,131,245
29.11.2015 22:50:00,137,761
29.11.2015 22:55:00,113,491
29.11.2015 23:00:00,116,234
29.11.2015 23:05:00,127,415
29.11.2015 23:10:00,110,565
29.11.2015 23:15:00,121,295
29.11.2015 23:20:00,112,344
29.11.2015 23:25:00,112,237
29.11.2015 23:30:00,116,204
29.11.2015 23:35:00,115,229
29.11.2015 23:40:00,114,245
29.11.2015 23:45:00,117,111
29.11.2015 23:50:00,115,180
29.11.2015 23:55:00,114,177
30.11.2015 00:00:00,116,155
30.11.2015 00:05:00,129,393
30.11.2015 00:10:00,120,644
30.11.2015 00:15:00,111,344
30.11.2015 00:20:00,110,163
30.11.2015 00:25:00,112,190
30.11.2015 00:30:00,114,199
30.11.2015 00:35:00,119,163
30.11.2015 00:40:00,109,464
30.11.2015 00:45:00,116,218
30.11.2015 00:50:00,112,376
30.11.2015 00:55:00,113,182
30.11.2015 01:00:00,114,172
30.11.2015 01:05:00,125,354
30.11.2015 01:10:00,112,548
30.11.2015 01:15:00,115,204
30.11.2015 01:20:00,113,144
30.11.2015 01:25:00,110,221
30.11.2015 01:30:00,100,406
30.11.2015 01:35:00,104,213
30.11.2015 01:40:00,103,455
30.11.2015 01:45:00,122,196
30.11.2015 01:50:00,114,409
30.11.2015 01:55:00,113,229
30.11.2015 02:00:00,116,193
30.11.2015 02:05:00,120,491
30.11.2015 02:10:00,115,385
30.11.2015 02:15:00,114,204
30.11.2015 02:20:00,113,163
30.11.2015 02:25:00,124,245
30.11.2015 02:30:00,115,614
30.11.2015 02:35:00,114,254
30.11.2015 02:40:00,113,202
30.11.2015 02:45:00,120,215
30.11.2015 02:50:00,114,417
30.11.2015 02:55:00,120,223
30.11.2015 03:00:00,115,398
30.11.2015 03:05:00,122,409
30.11.2015 03:10:00,114,319
30.11.2015 03:15:00,115,169
30.11.2015 03:20:00,115,161
30.11.2015 03:25:00,117,166
30.11.2015 03:30:00,116,114
30.11.2015 03:35:00,121,155
30.11.2015 03:40:00,114,297
30.11.2015 03:45:00,116,161
30.11.2015 03:50:00,114,125
30.11.2015 03:55:00,122,172
30.11.2015 04:00:00,115,324
30.11.2015 04:05:00,132,420
30.11.2015 04:10:00,112,447
30.11.2015 04:15:00,120,248
30.11.2015 04:20:00,113,385
30.11.2015 04:25:00,120,188
30.11.2015 04:30:00,114,295
30.11.2015 04:35:00,114,172
